"date","close","volume","open","high","low"
"2016/10/25","0.0150","0.0000","0.0150","0.0150","0.0150"
"2016/10/24","0.0150","0.0000","0.0150","0.0150","0.0150"
"2016/10/21","0.0150","0.0000","0.0150","0.0150","0.0150"
"2016/10/20","0.0150","0.0000","0.0150","0.0150","0.0150"
"2016/10/19","0.0150","0.0000","0.0150","0.0150","0.0150"
"2016/10/18","0.0150","0.0000","0.0150","0.0150","0.0150"
"2016/10/17","0.0150","0.0000","0.0150","0.0150","0.0150"
"2016/10/14","0.0150","0.0000","0.0150","0.0150","0.0150"
"2016/10/13","0.0150","104000.0000","0.0150","0.0150","0.0150"
"2016/10/12","0.0215","0.0000","0.0215","0.0215","0.0215"
"2016/10/11","0.0215","0.0000","0.0215","0.0215","0.0215"
"2016/10/10","0.0215","0.0000","0.0215","0.0215","0.0215"
"2016/10/07","0.0215","0.0000","0.0215","0.0215","0.0215"
"2016/10/06","0.0215","0.0000","0.0215","0.0215","0.0215"
"2016/10/05","0.0215","0.0000","0.0215","0.0215","0.0215"
"2016/10/04","0.0215","0.0000","0.0215","0.0215","0.0215"
"2016/10/03","0.0215","0.0000","0.0215","0.0215","0.0215"
"2016/09/30","0.0215","0.0000","0.0215","0.0215","0.0215"
"2016/09/29","0.0215","0.0000","0.0215","0.0215","0.0215"
"2016/09/28","0.0215","0.0000","0.0215","0.0215","0.0215"
"2016/09/27","0.0215","0.0000","0.0215","0.0215","0.0215"
"2016/09/26","0.0215","0.0000","0.0215","0.0215","0.0215"
"2016/09/23","0.0215","0.0000","0.0215","0.0215","0.0215"
"2016/09/22","0.0215","0.0000","0.0215","0.0215","0.0215"
"2016/09/21","0.0215","5000.0000","0.0215","0.0215","0.0215"
"2016/09/20","0.0150","0.0000","0.0150","0.0150","0.0150"
"2016/09/19","0.0150","0.0000","0.0150","0.0150","0.0150"
"2016/09/16","0.0150","0.0000","0.0150","0.0150","0.0150"
"2016/09/15","0.0150","0.0000","0.0150","0.0150","0.0150"
"2016/09/14","0.0150","0.0000","0.0150","0.0150","0.0150"
